Nombre,Número de reseñas,Número de fotos,Puntuación,Fecha,Comentario,Comida,Servicio,Ambiente,Platos recomendados
Carlos Avila,,,5,08/11/2025,"El lugar es muy interesante, diferente y con mucha historia. Sin embargo, la pizza es terrible, con una masa gruesa y pesada, ¡nada que ver con la pizza italiana! El servicio también deja mucho que desear. Y en cuanto al precio, ¡es carísimo!",5,4,5,
Mateo A.,,,5,08/11/2025,Antonella,4,3,5,
Thomas Ferreyra,,,5,08/11/2025,Excelente comida e impecable la atención de Ariel y Nadia,5,5,4,
Juan Manuel Quiroga,,,5,08/11/2025,Excelente servicio y la comida. Unos genios Ariel y Nadia,5,5,5,
Renata Flores,,,5,08/11/2025,Excelente atencion ariel y nadie super cordiales,5,5,5,
Denis Emmanuel Rach,,,5,08/11/2025,Riquísima la pizza! Muy buena atención de parte de Franco y la recepcionista Claudia!,5,5,4,
Aldana Duque,,,5,08/11/2025,"La chica que nos atendió y el mozo, Antonela y Gaby muy amables y rápidos! La comida muy rica!",5,5,5,
martina tellechea,,,5,08/11/2025,Excelente atencion de claudia y franco!,5,4,5,
Marian Cartea,,,5,08/11/2025,"Parada obligatoria cada vez que venimos a capital, Excelente atención de cristian y claudia. Como decimo en cordoba... Un amorrrrrr!",5,5,5,
yamila Rocha,,,5,08/11/2025,"Un lugar con mucha historia súper concurrido espectacular y buena atención, muy contentos!",5,5,5,
Zai Cid,,,5,08/11/2025,"Muy buen ambiente, la atención fue muy rápido y muy buena, nos atendió trinidad y Gonzalo .",5,5,5,
Franco Corliani,,,5,08/11/2025,Un éxito,5,5,5,
Pablo Antonio Carrasco Alarcón,,,5,08/11/2025,"El ambiente es un poco ruidoso. Pero los mozos son excelentes y las pizzas son las mejores del mundo.

Varias veces que vine me atendió un mozo que se llama diego, que es un tipazo.",5,5,4,
Gianpiere Cancino Grados,,,5,08/11/2025,Todo increíble como siempre,5,5,5,
Darlenis Reyes,,,5,08/11/2025,Excelente comida y servicio,5,5,5,
Juliano Sena,,,5,08/11/2025,"Hermoso lugar, su comida es muy buena y la atención excelente. Agradecida con la atención de trinidad y del mozo Sebastián",4,5,5,
mo dom,,,5,08/11/2025,"Hola! Voy siempre desde niña. Vivo en el interior San Nicolás... Y voy cada vez que viajo a Capital. Las pizzas son únicas .... Quiero destacar la atención , amabilidad, gentileza preocupación  que tuvo siempre el encargado  Nicolás por saber cómo había comido, ese detalle le da un 1000. Sin dudas Guerrin es la pizzería con una impronta única y propia.  No te podes ir de Buenos Aires sin pasar por acá.",5,5,5,
yeya kulinicz,,,3,08/11/2025,Trinidad y Gonzalo nos atendieron súper bien. El tiempo de espera no fue mucho como parecía.,5,5,5,
Luis Ricardo Villalba,,,5,08/11/2025,La atención de Diego y Trinidad fueron lo mejor de la noche!,4,5,5,
Diego Rodríguez,,,5,08/11/2025,Rico,5,5,5,
Francisco Caceres,,,4,08/11/2025,"La pizza 100/100, muy rica y la atención de igual forma. Fue mi primera vez en ese lugar y me encantó.  La atención de Trinidad y Gonzalo estuvo estupenda. Recomendado 100% si van a Buenos Aires , exactamente en la Calle Corrientes.",5,5,4,
María Ysabel Alméstar,,,5,08/11/2025,Franxo y trinidad un capo y Trini también (capa),5,5,4,
LEOKAIROS,,,5,08/11/2025,"Recomendado, muy buen servicio, Gonzalo y Trinidad ambos excelente atención y predisposición",5,4,5,
Marina Andreani,,,5,08/11/2025,"Muy buen servicio, muy ricas las pizzas, unos genios trinidad y el mozo Gonzalo.",5,5,5,
Josue Fz,,,5,08/11/2025,Federico y Antonella,4,5,5,
Jhoselin Amurrio,,,4,08/11/2025,Trinidadx y Sebastián,5,5,5,
Javier,,,5,08/11/2025,Excelente atención de Trinidad y Sebastián !!,5,5,5,
Cande Silva,,,5,08/11/2025,Antonella y federico,5,5,5,
Iván Estigarribia,,,5,08/11/2025,Trinidad y Sebastián muy amables,5,5,5,
Camila Enciso,,,4,08/11/2025,Trinidad y Sebastián excelente!,5,5,5,
Elia Cárdenas,,,4,08/11/2025,"La atención de Gabi fue buenísima, super amable, claudia divina y super atenta..y las pizzas de otro mundo! Buenísimas. Volveremos!!!",5,5,5,
DANIELA ALEGRE,,,5,08/11/2025,Las mejores pizzas y excelente la atención de Franco y Trinidad,5,5,5,
Brenda Moggia,,,5,08/11/2025,10 puntos la experiencia,5,5,5,
JOSE GUTIERREZ,,,5,08/11/2025,Trinidad y nació los mejores muy buen servicio no esperamos casi nada en la fila muy buen servicio 👍 😉 👌🏻,5,5,5,
eliana monzon,,,5,08/11/2025,Unos genios Dani y Antonella! Resalto mucho la amabilidad y la buena atención y predisposición de ambos! Volveremos! Gracias!,5,5,5,
Marcela larrazabal,,,5,08/11/2025,Excelente atención de franco y las pizzas buenisimas,5,5,5,
Daniela Cancelo,,,5,08/11/2025,Muy bien el servicio de Franco,5,5,5,
Camila Gutierrez Larrazabal,,,5,08/11/2025,Sebastián y Trinidad,5,5,5,
Pablo Roviglione,,,5,08/11/2025,El mozo Cristian un crack y Antonella una genia. Muy amables,5,5,5,
Agustina Palavecino,,,5,07/11/2025,Trinidad y Nacho unos genios,5,5,5,
Estefania Lator,,,5,07/11/2025,Muy buen servicio de Trinidad y Nacho,5,5,3,
oriana gaudio,,,5,07/11/2025,Excelente atención de Trinidad y Nacho y súper rico,5,5,4,
maria sol feller,,,5,07/11/2025,Trinidad y Nacho súper buen servicio,5,5,5,
Narela Lanata,,,5,07/11/2025,"¡Excelente elección! Una visita obligada en Buenos Aires. Fui un miércoles a las 10 de la noche y estaba lleno, pero la fila avanzaba rápido, al igual que el servicio. Nos atendieron Diego y Trinidad, quienes fueron muy amables y atentos.",2,5,5,
Facundo Ruiz,,,5,07/11/2025,"Pizza muy buena, y atención excelente por parte de Beto",4,5,4,
Cecilia Gaibrois,,,4,07/11/2025,Todo excelente como siempre!,5,5,5,
mercedes moran,,,5,07/11/2025,"Excelente comida, excelente servicio y un ambiente animado.",5,5,5,
Dominique Stevens,,,5,07/11/2025,"Primera vez y excelente atención, rapidez para entrar y para que nos sirvieran! Sin contar el sabor exquisito de las pizzas, muy recomendado! Gracias a Trinidad y Gonzalo por su atención 🤍",5,4,5,
carolina v,,,5,07/11/2025,Antonella y Mario,5,5,5,
Guillermo Marzik,,,5,07/11/2025,"Todo muy bien!
Antonella y Mario unos Crack! Excelente atención.",3,5,5,
Luciana Rosellini,,,5,07/11/2025,"Un verdadero espectáculo, local lleno, más de 1000 personas y mi pedido llegó en el tiempo correcto, la atención de primera.",5,5,5,
Cande López Porto,,,5,07/11/2025,"No recuerdo la última vez que me comí una pizza entera yo solo.

La somnolencia después de comer es otro nivel.",5,4,5,
Diego Saldías,,,5,07/11/2025,"Fuimos un grupo grande (8 personas), ya que nos habían recomendado mucho las pizzas.
Al entrar se ve como un local pequeño, pero comienzas a avanzar por unos pasillos y en el fondo es gigante.
El ambiente agradable, bastante lleno, pero el dia q fuimos habían muchas mesas disponibles.
Por lo que no tuvimos que esperar una.
Las pizzas son muy buenas, aun que el valor es un poco alto.",5,5,5,
Jose Nahuel Vallcaneras,,,4,07/11/2025,La pizza más fenomenal. ¡Ambiente increíble en la suite presidencial!,5,5,5,
Pau Capellan,,,4,07/11/2025,Fuimos atendidas por Trinidad y Fede. Excelente atención y ubicación de la mesa.,5,5,3,
tuti Rivarola,,,4,07/11/2025,"¡Sabor tradicional e increíble, una experiencia sensacional!",5,5,5,
Guadalupe Molina,,,5,07/11/2025,La mejor pizza de la Argentina,5,2,5,
Martina Pisarello,,,5,07/11/2025,"Pésimo servicio, no te pasan la cuenta y cuando pagas en el mostrador te persiguen a la calle porque no se dan cuenta que ya pagaste 🙄",1,3,5,
Brenda Sorroche,,,5,07/11/2025,Deliciosa comida y excelente ambiente. Encontramos comida muy fácil. Comimos 4 personas por $57.000 (pizza 8 porciones y bebidas). Importante aclarar que solo se acepta efectivo.,5,5,5,
Agustina Soncini,,,5,07/11/2025,"Un clásico. Imperdible. El patio muy amplio, aunque con el humo del horno.",5,5,5,
Fernando Martinez,,,5,07/11/2025,Excelente ubicación de milagros y Agustín el mozo qu nos atendió un genio,5,5,5,
Virginia Criado,,,5,07/11/2025,"Otro lugar donde tuvimos suerte; al llegar no había cola, pero al irnos vimos que era enorme. La pizza estaba muy buena, el servicio correcto, merece la pena visitarlo, y mantén la calma mientras esperas. Ah, otra cosa: las mesas están muy juntas y en algunos sitios hacía mucho calor.",5,5,5,
sofia zalazar,,,5,07/11/2025,Excelente lugar,5,5,5,
Santiago Goyochea,,,5,07/11/2025,"Estaba bastante lleno y un poco ruidoso. Había una cola enorme para entrar. Los precios son altos, pero la pizza está riquísima. Merece la pena ir.",5,5,5,
Maria José Davalo Gutierrez,,,5,07/11/2025,Muy rico todo me atendieron super bien apesar de ser lesbiana la verdad 5 estrellas lo unico que mucho calor,5,5,5,
Belen Pereyra,,,5,07/11/2025,Altas pizzas,5,5,5,
CAROLINA AGUILERA CASTRO,,,5,07/11/2025,Espectacular almuerzo en el patio napolitano 🍕 🇮🇹,5,5,5,
MARIA CAMILA GALLEGOS TEDIN,,,5,07/11/2025,"Espectacular, muy amables atendiendo, nos han dejado pasar a ver el horno de cerca para hacer foto y video. Luego coqueto y pizzas espectaculares.
Muy recomendable.",5,5,5,
Valeria Corgnati,,,5,07/11/2025,"Riquísimo todo. Comí en el patio napolitano, una combinación entre Italia y Argentina. La atención un diez, todos muy amables. La comida espectacular. El lugar, lo que más me gustó. Recomiendo.",5,5,5,
Pilar Romero,,,5,07/11/2025,Excelente atención en el patio napolitano y Kevin un mozo muy atento.,5,5,5,
may temprano,,,5,07/11/2025,Hermosa buena atención,5,5,5,
mora fernandez stickar,,,5,07/11/2025,"La pizza estaba buenísima, me encantó la salsa de tomate y el pan. El ambiente es muy agradable. Si hay mucha gente y no eres de la zona, puede ser un poco complicado que te atiendan. Noté que los locales se te echan encima sin ningún respeto, pero en general, ¡una pizza excelente!",5,5,5,
Marisa Suarez,,,5,07/11/2025,Muy linda experiencia,5,5,4,
Rocío Jardón,,,5,07/11/2025,"Pizzas porciones para tomar algo paso.
Relación calidad precio fantástico.",5,5,5,
Jesica Sosa,,,5,07/11/2025,"Muy rico, siempre que voy a BA paso",5,5,5,
Brenda Wagner,,,5,07/11/2025,La mejor fugazzeta,5,5,5,
Gonzalo Flores,,,5,07/11/2025,Excelente,5,5,5,
Lucio Parera,,,5,07/11/2025,Buena pizas pero no guau sin piso si queres comer con la mano la porción se dobla y ni podes ..,5,5,5,
Virginia Gross,,,4,07/11/2025,🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕,5,5,5,
Gonzalo Baez,,,5,07/11/2025,"Fuimos 4 mujeres temprano a almorzar, la pizza siempre muuuy ricaaa. Estaba tranquilo en día de semana. Fuimos arriba. El ambiente es ruidoso los findes.☺️",5,5,4,
Braian Ranixe,,,5,07/11/2025,"Como la mayoría, aprovechamos estar de paso por Bs As para probar este lugar. Obviamente uno va por la experiencia y por la historia, pero aún así los precios me parecieron muy elevados para el servicio que ofrecen: filas largas, mesas muy juntas, muchísimo ruido y personal poco atento (se entiende por la cantidad de personas que tienen que atender). Además, la pizza no es la gran cosa, por el precio uno se espera más.
Recomendaría probar por porción.",5,5,5,
Carlos Céspedes,,,5,07/11/2025,"Mozo Gian, un capo. Claudia una capa.",5,5,5,
Jeny Vidal,,,5,07/11/2025,Todo Muy rico..Muy buena atención de Pacheco y Claudia!,5,5,5,
Maria del valle Martinez,,,5,07/11/2025,Excelente atencion de Leo Morales y Nadia.,5,5,5,
Uriel Dolinsky,,,5,07/11/2025,"Excelente experiencia, la atención de Erwin e Ivana, la pizza muy rica, gracias",5,5,5,
Jose Severiche,,,5,07/11/2025,Excelente todo !!! Sebastian y Claudia unos genios,5,5,5,
Mauricio Bustos,,,5,07/11/2025,"Excelente atención de Claudia y Sebastián, vamos a volver",5,5,5,
Cecilia Bustos,,,5,07/11/2025,Ivana y Hernesto nos atendieron super bien. La pizza muy rica como siempre!,5,5,5,
Yasmin Brahim ismael,,,5,07/11/2025,"Gran servicio y la comida riquísima, mención especia a Ivanna y Gonzalo por atendernos de diez!",5,5,5,
Hector Ramon Bustos,,,5,07/11/2025,"Muy buena antencion, ivanna y bryan muy amables, excelente servicio 😊",5,5,5,
Cecilia Blanco,,,5,07/11/2025,"Increible lugar, fascinada con el ambiente y la pizza. Desde afuera no parece pero el lugar es enorme, el patio interior ambientado con muchos posters, murales y adornos. Los chicos muy capos, Ivana y Gonzalo re amables. Una parada obligatoria en la ciudad.",5,5,5,
Natalia Toledo,,,5,07/11/2025,"estuvo piola la atencion de ivana y brian, recomiendo mucho. y muy rica la comida",5,5,5,
Cata Dossantos,,,5,07/11/2025,"Excelente la atención, la comida, el lugar 🥰 Muchas gracias SIvana y Gonzalo que nos atendieron 👌🏼👌🏼👌🏼",5,4,5,
Alvaro Monge,,,5,07/11/2025,Ivana excelente y su compañero Daniel Pacheco  muy atento simpático agradable y excelente atención.,5,4,5,
simon frias,,,5,07/11/2025,Excelente atención de Ivana y su compañero Daniel Pacheco,5,4,5,
matias rigo,,,5,07/11/2025,Impecable la atención de Nadia y Leo morales,5,1,5,
luciana caminos,,,5,07/11/2025,Muy buena la atención de Ernesto y Claudia. Josefina fue un poco lenta con el postre nomás. Gracias 🫂,1,5,5,
Dahiana Bentos,,,5,07/11/2025,Gracias a Ernesto y a Clau por su impecable atención!,5,5,5,
Uma Cabrera,,,4,07/11/2025,"Perfecta atencion de Ivana, Gonzalo y Dani Pacheco",5,5,5,
Juan Cabrera,,,4,07/11/2025,Excelente atención de ivana y braian,5,5,5,
Jorge Polenta,,,5,07/11/2025,"Excelente atención, sobre todo Ivana y Brian",5,5,5,
Jana Casalegno,,,5,07/11/2025,Ivana y Ernesto buena atención,5,5,5,
Camila Tagliaferro,,,5,07/11/2025,Pedimos una pizza de pepperoni y venía con chiles por encima; no la comimos. Los chiles no figuraban como ingrediente en el menú.,5,5,5,
Alejandro Boffa (Loquillo),,,4,07/11/2025,Excelente atención del Gonzalo y Claudia !!!!,5,5,5,
César Landaeta,,,5,07/11/2025,Excelente la atención de Gian y Claudia!!,5,5,5,
Bruno Pereira,,,4,07/11/2025,Unos genio Claudia y Cristian,5,5,5,
Sebastian Palomino,,,5,07/11/2025,Leo Morales y Nadia,4,5,3,
Agustina Oviedo,,,5,07/11/2025,"Es un lugar increíble para comer y compartir en familia, la atención es lo muy buena",5,5,5,
Raul Namur,,,5,07/11/2025,Excelente la pasamos. Muy bien nos atendieron. Super rico todo. Mozo Leo Morales y Nadia. Excelente servicio.,5,5,5,
Martina Zurita,,,5,07/11/2025,"Es excelente todo, especial la atención de Gian y Claudia. Unos genios!",5,5,5,
Franco Homet,,,5,07/11/2025,Espectácular la pizza y gran atención de Ian y Claudia ! Genialidad ! Un clásico,5,5,5,
Eri Oliengo,,,5,07/11/2025,Excelente todo!!! Claudia de recepción un amor y el mozo Seba lo más 👏🏼👏🏼,5,5,4,
Ameli Ceruti,,,5,07/11/2025,"Como siempre muy rico, y la atención de Seba y Claudia excelente!!!",5,5,5,
Maria Sol Rojo,,,5,07/11/2025,"Es servicio excelente atendidos por Agustín,muy amables y serviciales,y gracias a Milagros por ubicarnos rápidamente un encanto,el lugar es increíble las piezas riquísimas,les doy un diez",5,4,5,
Rama Ratna,,,2,07/11/2025,Impecable todo en especial la atención de Agustin y Milagros.,4,5,5,
Romina Alcazar,,,3,07/11/2025,Muy buen servicio de Agustín y una amable atención de Milagros. Estuvimos muy a gusto y comimos unas pizzas exquisitasss,5,5,2,
Enzo ochoa,,,5,07/11/2025,Milagros la mejor recepcionista y Agustín tiene la memoria más impresionante de cualquier mozo del mundo,4,5,5,
Paula Osorio,,,5,07/11/2025,Genial la atención de Gonzalo y Claudia,5,5,5,
Cristhian Moreira,,,5,07/11/2025,"Riquísimo, Nadia en la puerta es una genia, la adoro. Me hizo el aguante mientras me fumaba un puchito y me contó un montón de detalles copados del lugar. Milagros y Agustín nos atendieron y también 10/10 la atención. Recomiendo siempre.",5,5,5,
Ivanomar Cruz Campos,,,5,07/11/2025,Increíble como siempre muy rico todo y la atención de Milagros y Agustin fue excelente.,5,5,5,
Soraya Noemi Miranda Mendez,,,5,07/11/2025,"Espectacular, la mejor pizza que comi, una genia Milagros la recepcionista y el Mozo Agustín muy atento",5,5,5,
Sol Miranda,,,5,07/11/2025,"La pasamos muy bien. todo muy rico,  excelente atención",5,5,3,
Andres Ardiles,,,5,07/11/2025,Nadie nos atendió a la perfección,5,5,5,
ventas pineda,,,5,07/11/2025,Excelente servicio de Erwin,5,5,5,
Gonzalo Mir,,,5,07/11/2025,"Muy amable la atención, muy buena onda milagros y erwin 🫶 los banco",5,5,5,
Elizabeth Risso Patron,,,5,07/11/2025,¡Amamoooos!!!,5,5,5,
Marina Vilerá,,,5,06/11/2025,Excelente atención de Erwin y Milagros!,5,5,5,
Camila Insaurralde,,,5,06/11/2025,Excelente servicio de Erwin y Milagros,5,5,5,
Franco Cusinato,,,5,06/11/2025,Super bien la atención de Erwin y Milagros,5,5,5,
Gabriel França,,,5,06/11/2025,Muy buen servicio de Erwin y Milagros!!,5,5,5,
Ignacio Canale,,,5,06/11/2025,No anotan lo que se pide y hay equivocaciones,5,5,5,
Máximo Perkins,,,5,06/11/2025,Excelente servicio de Nadia y Leo!,5,5,5,
Enzo maciel,,,5,06/11/2025,"Fui para probar sus pizzas ya que tienen mucha fama, sin embargo, no fue lo que pensé que sería. Si vas en pareja o en grupo es probable que tengas que formar una fila grande para poder comer, si vas sólo es más fácil entrar. Mi pizza (peperoni) estaba normal, no era nada del otro mundo como pensé que sería. Pienso que los precios son altos para lo que ofrecen, puedes encontrar mejor calidad-precio en otros sitios y de seguro te llevas una mejor experiencia. Aclaro, no estaba mala la pizza, pero tampoco ha sido la mejor que he probado.",5,5,5,
Ornella,,,5,06/11/2025,Leandro fue un excelente mozo! Güerrín nunca falla,5,5,5,
Guadalupe Mila,,,5,06/11/2025,Fui a comer unas porciones de parado... Muy sabrosas.,5,5,5,
Manuel Fernández San Martín,,,5,06/11/2025,"Riquísimo todo, la pizza siempre un 10, nunca falla. Y la atención de de Cristian y Aldana un 10, unos genios súper amables",5,5,5,
Ignacio,,,5,06/11/2025,"Es la segunda vez que visito, estuve en las mesas y la atención fue dinámica y las pizzas muy ricas, la mozzarella digna de probar, la fugazetta esperaba un poco más. Tienen empanadas también, Pero yo fui por la experiencia de la pizza. Recomiendo no visitar en horarios picos. Y si quieren degustar varios sabores pidan en la barra y coman de a pie porque son abundantes y llenadoras. Si vas a Buenos Aires debes ir.",5,5,5,
Ileana Soria,,,5,06/11/2025,Gonzalo y Claudia excelente!!!,5,5,5,
Radomir Vladislavić,,,5,06/11/2025,Buena comida y buena atención! Gonzalo y Claudia excelente !,5,5,4,
Martin Zuchino,,,5,06/11/2025,"La mejor, lejos.",5,5,5,
Aika.experiencias,,,5,06/11/2025,"Fuimos atendidos por Milagros, que consiguió algo que mi viejo tanto anhelaba.
Y no nos podemos olvidar de sus increíbles pizzas😍😋",5,5,3,
Lucia Delgado,,,1,06/11/2025,"Las empanadas aún estaban congeladas y tuvieron que hacerlas de nuevo. El servicio muy bien y amable! Pero servir empanadas congeladas no es aceptable nunca, y menos a este precio.",5,5,5,
Eli Saez,,,3,06/11/2025,Todo un 10 como siempre,5,5,5,
Gabriela Vera,,,5,06/11/2025,Una pizzeria argentina de mucha tradición 1932.  Me gustó pero no es barata. Alrededor  de $25 por persona,4,5,5,
Luz Stella Arango Zuleta,,,5,06/11/2025,"Súper tradicional, tiene varios salones para comer, puedes ver como hacen las pizzas",5,5,5,
María José Arias Arango,,,5,06/11/2025,"El patio es fenomenal.
La Pizza de mariscos espectacular.
Servicio de 10!
Gracias",5,5,5,
Gisella Borgia,,,5,06/11/2025,"Un restaurante estupendo con la mejor pizza que he probado. El local está muy bien decorado y el ambiente es acogedor. El servicio también fue excelente, gracias a Santino. Recomiendo este lugar a cualquiera que quiera comer pizza en Buenos Aires.",5,5,5,
Jazmin Pizarro,,,5,06/11/2025,"Muy buena Atención y muy pero muy Ricas pizzas!!!, volveremos",5,5,5,
Gustavo Rojas,,,5,06/11/2025,Venimos de Puerto Rico a visitar Argentina y nos recomendaron esta pizzería. En total el servicio fue excelente y la comida también y muchas gracias a Santi que nos atendió y fue muy amable y carismático.,5,5,5,
Cristian Camilo Zuñiga Miranda,,,5,06/11/2025,"Lugar de atención rápida, pero la pizza dista de estar en tres las mejores. $ 5000 por cada porción si pedis al corte........",5,5,5,
Evelyn Abigail Morini Exposito,,,5,06/11/2025,"Las pizzas deliciosas. Es un lugar acogedor amplio. Y sobre todo si aceptaron mi método de pago.
Recomendado.",5,5,5,
MarcoCarrascal,,,5,06/11/2025,"La pizza la encontré muy condimentada, el sábado la fila es enorme, cuando logramos sentarnos, no nos llevaron nunca la carta, y los vasos estaban super sucios, siendo que estaban ""limpios"".
Si lo quieren probar por ser la más conocida, recomiendo probarlas por trozo al paso",5,5,5,
Soledad Stremel,,,5,06/11/2025,"Excelente todo, lo único es que en el primer piso no funcionaba el aire ni tampoco el extractor, lo cual fue sofocante. Nos retiramos rápido por el calor que hacía en el lugar y el humo que había. Como siempre, la pizza es excelente y la atención impecable.",5,5,5,
Néstor F. Sánchez,,,5,06/11/2025,Inigualable,5,5,5,
Dante Sanchez,,,5,06/11/2025,Muy buen lugar el patio,5,5,5,
Laura Ailin Derra,,,5,06/11/2025,Espectacular la comida y el servicio,5,5,5,
Rafael Laureano,,,5,06/11/2025,Un lugar Magnífico,5,5,5,
Agustina Olmos,,,5,06/11/2025,Tiene que atender un poco mejor. La pizza es excelente,5,5,5,
Julian Veliz,,,5,06/11/2025,La mejor pizzería de Buenos Aires,5,5,5,
Francisco Cabrera,,,5,06/11/2025,Santino es un grande. Amable y un servicio 20 de 10.,5,4,1,
Gabriela Pedernera,,,5,06/11/2025,Santino nos atendió súper bien y la pizza con albahaca estaba súper buena,4,5,5,
Sofia Nikolaeva Polynovskaya,,,5,06/11/2025,Súbanle el sueldo a Santino,5,1,5,
Samantha Pinedo,,,5,06/11/2025,"A tope de gente a mediodía,pero había lugar ya que tiene mucho espacio.Muy ricas las pizzas  para los amantes del queso,en abundancia.",3,5,5,
Nacho,,,5,06/11/2025,"En serio se desesperan tanto por este lugar ??? en serio les gusta comer con gente que desborda por todos lados ? las mesas con apenas un espacio para que pase una sola persona y flaca ... en serio les gusta hacer fila con espera de por lo menos 20 minutos un sábado a la noche ? Pizzería SUPER valorada y no es así.... me hablaron tanto pero tanto que fui por primera y última vez.. una locura que no se justifica... la pizza de alcaucil, pensamos que se habían confundido, pero no, supuestamente tenía alcaucil... otra con huevos fritos arriba y otra de jamón y morrón.. normales.",5,4,3,
Esteban Saldaña,,,5,06/11/2025,"Pizzas deliciosas, con abundante queso, masa crocante por debajo (no quemada ni tostada), las recomiendo 💯",5,5,5,
Richi Nespolo,,,5,06/11/2025,La pizza un 100,5,5,4,
Samantha Lúcar,,,5,06/11/2025,"Comimos muy bien, Trinidad y Sebastian nos atendieron de maravilla.",5,5,4,
Franco Semerdjian,,,5,06/11/2025,Muy buena atención por parte de Ivana y de Ariel! Esperamos volver pronto,5,4,5,
Lucila Ficarra,,,5,06/11/2025,Increibles lautaro y antonella,4,4,3,
Franco Ragueb Asfoura,,,5,06/11/2025,"Excelente todo, siempre vuelvo! Trinidad muy gauchita!",5,5,3,
Loredana Antunez,,,5,06/11/2025,Antonela y Federico.,5,4,5,
Diana Cedeño,,,5,06/11/2025,Antonella y federico,5,5,5,
Dana Nieva Cervantes,,,5,06/11/2025,"Muchas gracias !!!
Linda noche!!’

Lautaro - Antonella",5,5,5,
Gimena Roldán,,,5,06/11/2025,Lautaro y Antonella,5,5,5,
Silvina Luciani,,,4,06/11/2025,Federico y antonella,5,5,5,
Micaela Perez,,,5,06/11/2025,Federico y Antonella,5,5,5,
Sergio Insaurralde,,,4,06/11/2025,Buenísimo,5,5,5,
diogenes urquiza,,,5,06/11/2025,Muy buena la atención de Antonella y Daniel Pacheco,5,5,4,
erika figun,,,5,06/11/2025,Nico de Lima y Antonella unos cracks! Excelente el servicio y la atencion!,5,5,5,
Marìa Josè Cedeño,,,5,06/11/2025,Antonella y Nico Lima. Un lujo.,5,4,5,
Juan Martin Goyeneche,,,5,06/11/2025,Muchas gracias a Lautaro y Antonella por el servicio,5,5,5,
Julian Re (Tukko),,,5,06/11/2025,"Siempre es una muy buena experiencia venir, la comida estuvo increíble como siempre y el servicio 10/10, Antonella y Lautaro un servicio increíble",5,5,5,
Federico Guzmán,,,5,06/11/2025,"¡Ni hablar! El lugar es demasiado ruidoso. La espera es aceptable, pero la pizza no vale la pena.

Tiene demasiado queso, la masa es muy gruesa y los ingredientes no son de la mejor calidad.

El servicio es pésimo; siempre está lleno, así que no se esfuerzan por atenderte bien.",5,5,5,
Lucio Cosentino,,,5,06/11/2025,Excelente,5,5,5,
Ale Potenzoni,,,5,06/11/2025,"Excelente todo ❤️ Hermoso el ambiente, riquísimas las pizzas 🍕 😍 Estaba explotado el lugar y en menos de 20min ya estabamos comiendo 💯 Los chicos que trabajan ahí son super amables y atentos!!! El viaje de 1h lo hago mil veces por esta pizza 🍕",5,5,5,
León Romero,,,5,06/11/2025,"Muy mala pizza y sus cara.
El lugar es bonito pero no vale la pena los precios vs el sabor. Puedes encontrar pizzas mucho mejores de largo en el supermercado",5,5,5,
Silvana Cinquegrani,,,4,06/11/2025,Si bien hicimos fila para entrar fue bastante rápido. El lugar súper grande y la comida riquísima. Los precios muy acordes,5,5,5,
ebam916 Aleman,,,5,06/11/2025,"Güerrín es una de mis pizzerías preferidas. No tengo muchas,4 o 5 y Güerrín es una de ellas. Podría decir que en Güerrin hasta el agua de la canilla es riquísima.
La más riquísima variedad de pizzas, TREMENDAS EMPANADAS DE CARNE, excelente atención y un ambiente súper agradable.
Yo fui,soy y seré en el Centro Porteño, del Team Güerrín.",5,5,5,
Gustavo Sánchez,,,5,06/11/2025,"Un excelente sabor de pizza muy tradicional muy buena atención, precios muy a la mano, definitivamente la mejor",5,5,2,
Vicky Soria,,,5,06/11/2025,La mejor pizzeria del mundo,5,2,5,
Veronica Torres,,,5,06/11/2025,"Excelente lugar, destacamos la atención de Matías.. muy lindo todo",5,5,5,
Rosa Finozzi,,,5,06/11/2025,Probablemente una de las pizzas más ricas que he comido! Recomendadisimo!,2,5,5,
Paula San Jose,,,5,06/11/2025,4 estrellas xq la comida es 10/10 pero le bajo una porque mucha demora.,5,5,5,
Marianela Zalazar,,,5,06/11/2025,muy rica la pizza,5,5,5,
Juan Martin Romera,,,5,06/11/2025,Sin palabras!! La mejor pizza sin dudas!!,5,5,5,
Agustin Garay,,,5,06/11/2025,"La comida es excelente y el servicio es rápido, sobre todo teniendo en cuenta lo lleno que se pone. La pizza de mozzarella es increíble; le ponen una cantidad exagerada de queso, ¡de la mejor manera! Hay poco espacio entre las mesas y a veces cuesta moverse porque siempre está a tope. Es ruidoso, pero se puede conversar. Una auténtica experiencia porteña clásica.",5,5,5,
nicolas Coniglio,,,5,06/11/2025,"El lugar es mítico. La pizza es muy buena. Pero se llena de gente, y la verdad es pizza... No un milagro culinario",5,5,3,
Camilo Valentin Gutierrez,,,5,06/11/2025,Deliciosa fugazeta y pizza. Un clásico de la Avenida Corrientes.,5,5,4,
Alejandra Esposito,,,5,06/11/2025,"Excelente comida, buen sabor.
Buenos precios",5,5,5,
Micaela Peralta,,,5,06/11/2025,"Excelente atención de los mozos y recepcionista, la comida exquisita, lo único para criticar es el trato de un encargado calvo para con los mozos, les hablaba mal delante de la gente.",5,5,5,
