Nombre,Número de reseñas,Número de fotos,Puntuación,Fecha,Comentario,Comida,Servicio,Ambiente,Platos recomendados
Augusto Gallina Martin,,,5,18/02/2026,Excelente servicio y riquísimas pizzas,5,5,5,
Juliana Vazquez,,,5,18/02/2026,"Deliciosa pizza crocante, caliente y servicio rapido",5,5,4,
Annie A.,,,5,18/02/2026,Espectacular el patio!,5,5,5,
Valentina Sofia ROJAS ARELLANO,,,5,18/02/2026,Muy buenas pizzas. Estuvimos en la parte del fondo y fue excelente.,5,5,5,
Kareen Spiers,,,5,18/02/2026,"Me gusto la experiencia, no esperamos nada para que nos dieran mesa, la pizza deli y el precio adecuado",5,5,5,
Javier Reategui,,,5,18/02/2026,Excelente lugar si visitas Bs As es parada obligada! Muy buena atención. La entrada al patio es todo lo que está bien,5,5,5,
MARIA SOFIA BARRIOS PORTALES,,,5,18/02/2026,Nos encantó.estuvimos en el patio.,5,5,5,
diego noguera,,,5,18/02/2026,Excelente!!! Cómo siempre todo en el guerrin!!,5,5,5,
Nicolás Alejandro Auil Contursi,,,5,18/02/2026,"Me encantó el lugar, hermoso",5,5,5,
Gabrielly Soares,,,5,18/02/2026,"Exelente comida y el ambiente es muy agradable, nos llevaron al patio que no sabíamos que tenía y nos encantó! Volvería sin dudarlo",5,5,4,
isidora,,,4,18/02/2026,"exelente lugar, comida y atención! el patio interno que tienen es exelente",5,5,5,
Maia Ruth Cardoso Zeitune,,,5,18/02/2026,Un clásico de Buenos Aires.,5,5,5,
Ignacio Aguirre,,,5,18/02/2026,La mejor pizzaa,5,5,3,
César Alves Júnior,,,5,18/02/2026,"En mostrador conserva su encanto. Es ruidoso, hay que hacer fila en cualquier momento del día pero la pizza lo vale. Volví a hacer un recorrido comparativo con turistas y quedó en primerisimo puesto. Felicitaciones a los trabajadores, que son admirables",5,5,4,
Eduardo Archilla,,,5,18/02/2026,"Un pizzería con historia en el centro de Buenos Aires, buen precio y sabor",5,5,5,
Sebastian Aristimuño,,,5,18/02/2026,"Servicio a tiempo, pendiente de que no se generara mucha espera a pesar de la gran cantidad de personas que se encuentra, Cristian quien nos atendió estuvo pendiente de la mesa.",5,5,5,
Enrique Miranda,,,5,18/02/2026,Excelentw servicio. Unos capos Cristian y Nadia. Efectivamente volvería a comer allí!!.,5,4,5,
Soledad Roel,,,4,18/02/2026,"La atención de Claudia y Nico fue excelente,volveremos sin dudas.",5,5,5,
Gabilan gabilan,,,5,18/02/2026,Gracias Claudia y Nico,5,5,5,
Matheus Moro,,,5,18/02/2026,Muy buena la atención de Erwin y Claudia,5,4,3,
Martu Del rio,,,1,18/02/2026,"Muy buena la atención de Ernesto
Muchas gracias",5,5,5,
Marcelo Morinigo,,,5,18/02/2026,"Todo super, excelente atencion de christian y nadia",4,5,5,
Caty,,,5,18/02/2026,Excelente la atención de Ernesto y Trinidad,5,5,5,
Betty Broncano,,,3,18/02/2026,"Nadia y Cristian una masa.
Comer en Guerrin siempre es un 10. Mucha espera pero vale la pena",5,5,5,
Aldana castañares,,,5,18/02/2026,"Excelente la atención y la comida. Súper rapido y ágil el ingreso, re atentos Hernesto y trinidad🙌🏻✨",5,5,5,
Eze bustos,,,5,18/02/2026,Nadia y Cristian unos cracks,5,5,5,
Nicole,,,5,18/02/2026,"La mejor pizza de Buenos Aires. Excelente atención de Milagros y Ernesto.
Súper recomiendo ir con amigos/familia.",5,5,5,
Augusto Parente,,,5,18/02/2026,Muy buena la atención de Claudia y Erwin,5,5,5,
Clínica Odontológica Digital Abait Capandegui,,,5,18/02/2026,Beto y Claudia excelente atención!!! Gracias,5,5,1,
mariana leyva,,,5,18/02/2026,Levi antonella,5,5,4,
DaiD,,,5,18/02/2026,Excelente atencion de Dani y Claudia,5,5,4,
Rancho Kan,,,5,18/02/2026,Antonella y Levi,5,1,5,
Magali Brenna,,,5,18/02/2026,"Todo excelente. La mejor pizza.
Excelente atención de Dani y Claudia!!!!!!",5,4,5,
manuedu2002,,,5,18/02/2026,Antonela y Levi gracias,1,5,5,
Pedro Massot,,,5,18/02/2026,"Nos recibió Milagros y nos atendió Sebastián en la mesa. Los dos muy amables. Maravillada con la acustización del nuevo piso. En fin, todo muy bien,  linda noche en la calle corrientes",4,5,4,
Daycelu Melo,,,5,18/02/2026,"Milagros, la recepcionista, y Sebastián, el mozo, fueron muy amables y todo estuvo muy bien!",5,5,5,
German David Freiberg,,,5,18/02/2026,Sebastián y Milagros unos capos,5,5,5,
Liliana Clavijo,,,5,18/02/2026,"La recepcionista milagros muy amable y el mozo Sebastián no rompió nada, un capo",5,4,5,
Jaz Min,,,4,18/02/2026,"Una excelente experiencia, primera vez en Guerrin y agradecido por la atención sobre todo de Milagros y Sebastián ! , agradecido por todo",5,5,5,
Ricardo Pellegri,,,5,18/02/2026,Real es la pizza más rica de todo el mundo. Excelente la atención de Esteban y Milagros,4,5,5,
Daniel Low,,,4,18/02/2026,Daniel pacheco y antonnella,5,5,5,
Augusto,,,4,18/02/2026,Ernesto y Antonela muy buena atención,5,5,5,
Gabriel Sanchez,,,4,18/02/2026,Gracias Milagros y Esteban por todo! Todo riquísimo y muy abundante.,5,5,5,
diego cariello,,,1,18/02/2026,Buena atención de Ernesto y Antonella. Diez puntos todo!,5,5,5,
Mariano Ciampo,,,5,18/02/2026,Gabriel y Antonella,5,5,5,
Miguel Angel Copetti,,,5,18/02/2026,Gabriel y antonella exelente atencion,5,5,5,
Agustina Shaw,,,5,18/02/2026,Gabriel y antonela,5,5,5,
cecilia bobbio,,,5,18/02/2026,Gabriel y Antonela,5,5,5,
DANI MARLO,,,5,18/02/2026,Gabriel y Antonella,5,5,5,
alfredo filippini,,,5,18/02/2026,Gabriel y Antonella,5,5,5,
Agustín Zilloni,,,5,18/02/2026,"Excelente atención y comida.
Mozo: Federico
Y Antonella",5,5,5,
Jesus Omar Garcia,,,1,18/02/2026,Levi Antonella,5,5,5,
Antho,,,5,17/02/2026,muy bien atendidos por levi y antonella!,4,5,5,
Carlos Alberto Pagella,,,5,17/02/2026,Levi y Anto excelente atención!!,5,5,4,
Laura Minigutti,,,5,17/02/2026,Excelente experiencia!! Atención súper cordial de Antonella y Gabriel el mejor de todos!!,5,5,5,
Florencia Torres Santiago,,,5,17/02/2026,El Gabi y la Anto unos genios perro,5,5,4,
Virginia Rondan,,,5,17/02/2026,"Exelente servicio, Muy muy buena la comida, llegó todo lo pedido en 10 minutos y para destacar la atención de Anronella,, increíble predisposición",5,1,5,
victor silva,,,5,17/02/2026,Excelente la atención de Gabriel y Antonella,5,5,5,
Alma CISZEVSKI,,,5,17/02/2026,Antonella y Gabriel,2,5,5,
Briana Guerrero Rondán,,,5,17/02/2026,Gabriel y antonella,5,5,5,
Sol Craviotto,,,5,17/02/2026,Excelente,5,5,3,
Rocio Saravi,,,5,17/02/2026,"Excelente atención sobre todo de Lautaro, Claudia noy Leandro unos fenomenos",5,5,4,
Lautaro pitera,,,5,17/02/2026,"Excelente, 100 % recomendable, la atención la mejor de Buenos Aires.. Leandro el gerente un 1000!!! Lautaro y Claudia muy amable y expeditivos… Cada vez que vuelva a Buenos Aires ahí estaré… Las pizzas riquísimas, las mejores!!!",5,5,5,
Matías Christofilakis,,,5,17/02/2026,"Unos genios totales Leandro y Lautaro, impecables, tan amables que dejan en lo más alto al servicio, un gusto",5,3,5,
Antonella Viola Recio,,,5,17/02/2026,Todo excelente muy buena atención de los chicos. Somos una flia. De Mendoza. Un abrazo de amigos. Volveremos,5,5,5,
Sarah Cristina,,,5,17/02/2026,"Excelente atención del personal. Claudia, Lautaro y Claudia. Muy buena comida",4,5,5,
Ariel Bank,,,5,17/02/2026,Muy buena atención de parte de Franco y Trinidad. Muy buena onda,5,5,5,
Lulusss,,,5,17/02/2026,"Franco y trinidad muy atentos en su servicio, siempre pendientes a nuestras necesidades",5,5,5,
Martina Lourdes Saravia,,,5,17/02/2026,"Me atendió Franco excelente atención.
Trinidad, por lo que este viendo, tuvimos suerte con ellos.",5,5,5,
jonhatan ezequiel pinto iparraguirre,,,5,17/02/2026,"Me atendió Franco y Trinidad. Geniales, súmenles muchos puntos!",5,5,5,
Nahuel Sardar,,,5,17/02/2026,Franco y trinidad unos cracks.,5,5,5,
Gero Fernandez,,,5,17/02/2026,Debíamos conocer el lugar por referencia de mi hijo y realmente bellisimo y riquisimooo,5,5,5,
Hernán Ponce,,,5,17/02/2026,"Hermoso ambiente, personal muy amable, bastante fila pero avanzó muy rápido. Comida caliente y riquísima: la muzza muy rica, la napolitana super buena y las empanadas de carne son un poco picantes, bastante condimentadas. A destacar la pizza de verdura, la mejor que comí en la vida!
La barra está ok, no tiene asientos, permite la charla con el otro y vivir la experiencia en conjunto",5,5,5,
Hernan Fernandez (bazoni),,,5,17/02/2026,¡Pizza cara que no cumple con los estándares brasileños! ¡Cualquier pizza brasileña tiene más ingredientes y mejor sabor!,5,5,5,
Adriana Puente,,,5,17/02/2026,AMO Guerrin ! Mejor pizza del mundo mundial.,5,5,5,
Valentina Petrarca,,,5,17/02/2026,Pase a comprar una pizza de provolone chica para llevar. Estaba espectacular solo un poco tibia pero la calente cuando llegue. Tardaron algo de 10 min. Rapidisimo por lo lleno q estaba un lunes. Una chica para dos esta bien porque son pesadas. $28500,5,5,5,
Catalina Domínguez,,,5,17/02/2026,Tema Pizza..ya no le rezo a cualquier santo.,5,5,5,
Paola Crespo,,,5,17/02/2026,Guerrin es parada obligada cada vez que venimos a buenos aires y año a año es mejor! El patio napolitano es un ambiente cálido y excepcional para sentirte como en Italia! Muy buena atención y por supuesto las pizzas son excelentes!,5,5,4,
TheGarcharino,,,5,17/02/2026,"Hermoso el patio napolitano, la comida super rica y el mozo el ruso excelente atención.",5,5,5,
Pablo Micle,,,5,17/02/2026,No defrauda. Esta vez pedimos para llevar. Super rápido a pesar de estar lleno,5,5,4,
Flor Crespo,,,5,17/02/2026,La peor pizza vegana que he probado en mi vida.,5,5,4,
Bianca Lauski,,,5,17/02/2026,"Delicioso, muy atentos, todo espectacular.",5,5,3,
Daiana Blanch,,,5,17/02/2026,Las pizzas son espectaculares,5,5,5,
Juan Rivarola,,,5,17/02/2026,Riquísima la pizza😍🫶🏻 y excelente la atención de Gabi!,5,3,5,
Cecilia Rizzi,,,4,17/02/2026,Excelente lugar y atención de Gabi,5,4,5,
Una chica Genial,,,5,17/02/2026,"Muy buen servicio Nadia, Paola y Esteban, un placer desde Costa Rica.",3,2,5,
Elias Riffo,,,5,17/02/2026,"Exelente servicio, somos de Costa Rica Charles bbq, exelente servicio, y buenisimo servicio y nadia y Paola y Esteban nos dieron una exelente atención, full recomendado",4,5,5,
Sasha Gómez,,,5,17/02/2026,"Excelente servicio de franco trinidad, impecable todo",1,5,5,
Jorge Cesaro Gelos,,,5,17/02/2026,"10/10 es la segunda vez que vengo y volvería siempre! Imposible venir a BA y no pasar por Guerrin, las mejores pizzas! 🩷",5,5,5,
Santina Zarbá muratore,,,5,17/02/2026,Agustin y Aldana fueron increíbles con nosotros 🤗,5,5,5,
Jorge DAntuene,,,5,17/02/2026,Buen servicio y atención de Nacho e Ivana,5,5,5,
Fabia Ugozzoli,,,5,17/02/2026,Agustin y Aldana son increibles,5,5,4,
Camila Escudero Moran,,,5,17/02/2026,Excelente la atencion de Franci y de Trinidad.,4,5,5,
Marianela Salamone,,,5,17/02/2026,Aldana,5,5,5,
Zona Virtual,,,5,17/02/2026,Muy buena la atención de Antonella y Mario,5,5,4,
Alejandro Frigerio,,,5,17/02/2026,Grandes Antonella y Mario!,5,4,5,
Luciana Esponda,,,5,17/02/2026,Antonella y mario,5,5,5,
Matias Grispo,,,5,17/02/2026,Muy buena atención del mozo Leo Morales  y de la recepcionista Nadia y Paola . Muy rico todo y muy rápido.,4,5,5,
Garen Boduryan,,,4,17/02/2026,Siempre excelente! Un placer la atención de esteban y paola,5,5,5,
Tricas Mascotas,,,5,17/02/2026,¡Nadia y Lautaro brindaron un servicio excelente!,5,5,5,
victoria gomez,,,5,17/02/2026,Excelente atención por parte de Diego y Claudia!,5,5,5,
Alejandra Noemi Gimenez,,,5,17/02/2026,Muy buen atencion de brian y Antonella,5,5,5,
Jesu Ferrari,,,5,17/02/2026,"Jamás comí una pizza tan fea como este día. Horrible el gusto de la masa, la muzzarella y la faina",5,5,5,
Lucía Becari,,,5,17/02/2026,"Nadia, Aldana y Esteban nos brindaron un gran servicio para que sea una buena noche ☝🏽",5,5,5,
Bautista Peyrot,,,5,17/02/2026,Gabriel y Antonella,5,5,5,
India Candles,,,5,17/02/2026,Gabriel y Antonella,5,5,5,
daniela Delgado,,,5,17/02/2026,"Leo nuestro mozo muy amable ,excelente !!",5,5,5,
Erika noelia Diaz pereira,,,5,17/02/2026,"Graciass a Edwin, Dana y Aldahana, todo muy rico, y no hubo mucha demora en la espera. Valió la pena!",5,5,5,
diana orozco,,,5,17/02/2026,"Buena experiencia y comida, muchas gracias al mozo Erwin, Nadia y Aldana",5,5,5,
Tini Marchese,,,5,17/02/2026,"Nadia, Aldana y Erwin",5,5,5,
dplista,,,1,17/02/2026,Muy rica pizza y atención!!,5,5,5,
Liberto Ercoli,,,4,17/02/2026,Excelente lugar y muy buena comida. Es un lugar obligado de Bs As,5,5,3,
Hugo Iavarone,,,5,17/02/2026,Excelente. Leandro y Claudia súper atentos.,5,5,5,
Maximiliano Coria,,,5,17/02/2026,"nos atendieron muy bien, tuvimos una espera entendible por el lugar, el mozo leandro nos atendio muy bien",5,5,5,
Daniela Parente,,,5,17/02/2026,Muy buena la comida y el mozo Leandro nos atendió muy bien!,5,5,5,
Carolina Sosa,,,5,17/02/2026,"El lugar es muy interesante, diferente y con mucha historia. Sin embargo, la pizza es terrible, con una masa gruesa y pesada, ¡nada que ver con la pizza italiana! El servicio también deja mucho que desear. Y en cuanto al precio, ¡es carísimo!",5,4,5,
Paola Rolfo,,,5,17/02/2026,Antonella,5,5,5,
Eduardo Schuster,,,4,17/02/2026,Excelente comida e impecable la atención de Ariel y Nadia,5,5,5,
Luis Garcia,,,5,17/02/2026,Excelente servicio y la comida. Unos genios Ariel y Nadia,5,5,5,
Santy bx,,,5,17/02/2026,Excelente atencion ariel y nadie super cordiales,5,5,5,
Joseph Molina,,,5,17/02/2026,Riquísima la pizza! Muy buena atención de parte de Franco y la recepcionista Claudia!,5,5,5,
Agustin Gallardo,,,5,17/02/2026,"La chica que nos atendió y el mozo, Antonela y Gaby muy amables y rápidos! La comida muy rica!",5,5,5,
Gere Carnelli,,,5,17/02/2026,Excelente atencion de claudia y franco!,5,5,5,
Elizabeth Robledo,,,5,17/02/2026,"Parada obligatoria cada vez que venimos a capital, Excelente atención de cristian y claudia. Como decimo en cordoba... Un amorrrrrr!",5,5,5,
Pablo Angel Candussi Martin,,,5,17/02/2026,"Un lugar con mucha historia súper concurrido espectacular y buena atención, muy contentos!",5,5,5,
Sofi Felli Scarfone,,,5,17/02/2026,"Muy buen ambiente, la atención fue muy rápido y muy buena, nos atendió trinidad y Gonzalo .",5,5,5,
Emiliano Rotschy,,,5,17/02/2026,Un éxito,5,5,5,
Ayelen Sosa,,,5,17/02/2026,"El ambiente es un poco ruidoso. Pero los mozos son excelentes y las pizzas son las mejores del mundo.

Varias veces que vine me atendió un mozo que se llama diego, que es un tipazo.",5,5,3,
Matias Ballesteros,,,5,17/02/2026,Todo increíble como siempre,5,5,5,
Pablo Gonzalez,,,5,17/02/2026,Excelente comida y servicio,5,5,5,
Juan,,,5,17/02/2026,"Hermoso lugar, su comida es muy buena y la atención excelente. Agradecida con la atención de trinidad y del mozo Sebastián",5,5,3,
Nicolas Di Girolamo,,,4,17/02/2026,"Hola! Voy siempre desde niña. Vivo en el interior San Nicolás... Y voy cada vez que viajo a Capital. Las pizzas son únicas .... Quiero destacar la atención , amabilidad, gentileza preocupación  que tuvo siempre el encargado  Nicolás por saber cómo había comido, ese detalle le da un 1000. Sin dudas Guerrin es la pizzería con una impronta única y propia.  No te podes ir de Buenos Aires sin pasar por acá.",5,4,5,
camila pombo,,,5,17/02/2026,Trinidad y Gonzalo nos atendieron súper bien. El tiempo de espera no fue mucho como parecía.,5,4,3,
camila contreras coloma,,,5,17/02/2026,La atención de Diego y Trinidad fueron lo mejor de la noche!,3,5,5,
Martin Di Sanzo,,,5,17/02/2026,Rico,5,4,5,
Jeraldine González,,,5,17/02/2026,"La pizza 100/100, muy rica y la atención de igual forma. Fue mi primera vez en ese lugar y me encantó.  La atención de Trinidad y Gonzalo estuvo estupenda. Recomendado 100% si van a Buenos Aires , exactamente en la Calle Corrientes.",5,5,5,
Lucas,,,5,17/02/2026,Franxo y trinidad un capo y Trini también (capa),4,4,5,
Nico Sancho,,,5,17/02/2026,"Recomendado, muy buen servicio, Gonzalo y Trinidad ambos excelente atención y predisposición",5,5,5,
dani naveira,,,2,17/02/2026,"Muy buen servicio, muy ricas las pizzas, unos genios trinidad y el mozo Gonzalo.",5,5,5,
Camila Recalde Cursach,,,5,17/02/2026,Federico y Antonella,5,5,4,
Agustina Villar,,,5,17/02/2026,Trinidadx y Sebastián,5,5,5,
Her Vas,,,5,17/02/2026,Excelente atención de Trinidad y Sebastián !!,5,5,5,
Juanii Eclesia,,,5,17/02/2026,Antonella y federico,5,5,5,
yamila taborda,,,5,17/02/2026,Trinidad y Sebastián muy amables,5,5,5,
Nicolás Ferrato,,,5,17/02/2026,Trinidad y Sebastián excelente!,5,5,5,
Walter Ramaglia,,,3,17/02/2026,"La atención de Gabi fue buenísima, super amable, claudia divina y super atenta..y las pizzas de otro mundo! Buenísimas. Volveremos!!!",5,5,5,
Diego Rojtenberg,,,5,17/02/2026,Las mejores pizzas y excelente la atención de Franco y Trinidad,5,5,5,
Osvaldo baglione,,,5,17/02/2026,10 puntos la experiencia,5,5,4,
David Larragueta,,,5,17/02/2026,Trinidad y nació los mejores muy buen servicio no esperamos casi nada en la fila muy buen servicio 👍 😉 👌🏻,5,5,5,
luciana baglione,,,5,17/02/2026,Unos genios Dani y Antonella! Resalto mucho la amabilidad y la buena atención y predisposición de ambos! Volveremos! Gracias!,5,5,5,
Nicolas Fassetta,,,5,17/02/2026,Excelente atención de franco y las pizzas buenisimas,5,5,5,
Diego Diaz,,,5,17/02/2026,Muy bien el servicio de Franco,5,5,5,
Ingrid Gusmán,,,5,17/02/2026,Sebastián y Trinidad,5,5,5,
Andrea Garcia,,,3,17/02/2026,El mozo Cristian un crack y Antonella una genia. Muy amables,5,5,5,
Juan,,,5,17/02/2026,Trinidad y Nacho unos genios,5,5,5,
Mercedes López,,,5,17/02/2026,Muy buen servicio de Trinidad y Nacho,3,5,5,
Naiara Somavilla,,,5,17/02/2026,Excelente atención de Trinidad y Nacho y súper rico,5,5,4,
Federico Matta y Trejo,,,5,17/02/2026,Trinidad y Nacho súper buen servicio,5,5,5,
Mauricio Ballesteros,,,5,17/02/2026,"¡Excelente elección! Una visita obligada en Buenos Aires. Fui un miércoles a las 10 de la noche y estaba lleno, pero la fila avanzaba rápido, al igual que el servicio. Nos atendieron Diego y Trinidad, quienes fueron muy amables y atentos.",5,5,3,
MARIA VICTORIA SEGADO,,,5,17/02/2026,"Pizza muy buena, y atención excelente por parte de Beto",5,5,5,
LUCIANO SEGADO,,,5,17/02/2026,Todo excelente como siempre!,5,5,5,
Sebastián Castillo,,,5,17/02/2026,"Excelente comida, excelente servicio y un ambiente animado.",5,5,5,
KARINA ORSI,,,5,17/02/2026,"Primera vez y excelente atención, rapidez para entrar y para que nos sirvieran! Sin contar el sabor exquisito de las pizzas, muy recomendado! Gracias a Trinidad y Gonzalo por su atención 🤍",5,4,5,
Marta Fernandes,,,5,17/02/2026,Antonella y Mario,5,3,5,
Gustavo Merklin,,,5,17/02/2026,"Todo muy bien!
Antonella y Mario unos Crack! Excelente atención.",5,5,5,
Hernan Curti,,,5,17/02/2026,"Un verdadero espectáculo, local lleno, más de 1000 personas y mi pedido llegó en el tiempo correcto, la atención de primera.",3,5,5,
Luis Perez,,,5,17/02/2026,"No recuerdo la última vez que me comí una pizza entera yo solo.

La somnolencia después de comer es otro nivel.",5,5,5,
ELISA FABIANA MARCELLI,,,3,17/02/2026,"Fuimos un grupo grande (8 personas), ya que nos habían recomendado mucho las pizzas.
Al entrar se ve como un local pequeño, pero comienzas a avanzar por unos pasillos y en el fondo es gigante.
El ambiente agradable, bastante lleno, pero el dia q fuimos habían muchas mesas disponibles.
Por lo que no tuvimos que esperar una.
Las pizzas son muy buenas, aun que el valor es un poco alto.",5,5,4,
Sabri Álvarez,,,3,17/02/2026,La pizza más fenomenal. ¡Ambiente increíble en la suite presidencial!,5,5,5,
Manoel Romero,,,5,17/02/2026,Fuimos atendidas por Trinidad y Fede. Excelente atención y ubicación de la mesa.,5,4,5,
Esteban Negri,,,1,17/02/2026,"¡Sabor tradicional e increíble, una experiencia sensacional!",5,5,4,
Sofia Di Francisco,,,5,17/02/2026,La mejor pizza de la Argentina,5,5,5,
Rótulos MAX,,,4,17/02/2026,"Pésimo servicio, no te pasan la cuenta y cuando pagas en el mostrador te persiguen a la calle porque no se dan cuenta que ya pagaste 🙄",5,5,5,
André Machado,,,5,17/02/2026,Deliciosa comida y excelente ambiente. Encontramos comida muy fácil. Comimos 4 personas por $57.000 (pizza 8 porciones y bebidas). Importante aclarar que solo se acepta efectivo.,5,5,5,
Julia Busso (Ju),,,3,17/02/2026,"Un clásico. Imperdible. El patio muy amplio, aunque con el humo del horno.",5,4,4,
Maria Vanesa Crespo,,,5,17/02/2026,Excelente ubicación de milagros y Agustín el mozo qu nos atendió un genio,5,5,5,
Michael Licwinko (tchrtrvlrwrtr),,,5,17/02/2026,"Otro lugar donde tuvimos suerte; al llegar no había cola, pero al irnos vimos que era enorme. La pizza estaba muy buena, el servicio correcto, merece la pena visitarlo, y mantén la calma mientras esperas. Ah, otra cosa: las mesas están muy juntas y en algunos sitios hacía mucho calor.",5,5,3,
Rene Garcia,,,5,17/02/2026,Excelente lugar,5,5,5,
Leandra Sotomayor,,,5,17/02/2026,"Estaba bastante lleno y un poco ruidoso. Había una cola enorme para entrar. Los precios son altos, pero la pizza está riquísima. Merece la pena ir.",5,5,5,
Juanchi x RDC,,,5,17/02/2026,Muy rico todo me atendieron super bien apesar de ser lesbiana la verdad 5 estrellas lo unico que mucho calor,5,5,5,
Mariana Bentolila,,,5,17/02/2026,Altas pizzas,4,5,4,
Diego Correa Velez,,,5,17/02/2026,Espectacular almuerzo en el patio napolitano 🍕 🇮🇹,5,5,5,
Flor de Maria Quispe Callasi,,,4,17/02/2026,"Espectacular, muy amables atendiendo, nos han dejado pasar a ver el horno de cerca para hacer foto y video. Luego coqueto y pizzas espectaculares.
Muy recomendable.",5,5,5,
Emma Garcia,,,5,17/02/2026,"Riquísimo todo. Comí en el patio napolitano, una combinación entre Italia y Argentina. La atención un diez, todos muy amables. La comida espectacular. El lugar, lo que más me gustó. Recomiendo.",5,4,5,
Maximiliano Matias Schenfeld,,,5,17/02/2026,Excelente atención en el patio napolitano y Kevin un mozo muy atento.,5,4,2,
Pao Reyna,,,5,17/02/2026,Hermosa buena atención,5,5,5,
Nicolás Robles,,,5,17/02/2026,"La pizza estaba buenísima, me encantó la salsa de tomate y el pan. El ambiente es muy agradable. Si hay mucha gente y no eres de la zona, puede ser un poco complicado que te atiendan. Noté que los locales se te echan encima sin ningún respeto, pero en general, ¡una pizza excelente!",4,5,5,
nicolas martinez,,,5,17/02/2026,Muy linda experiencia,5,5,5,
Brenda Pagliuzza,,,5,17/02/2026,"Pizzas porciones para tomar algo paso.
Relación calidad precio fantástico.",5,4,5,
meijide priscila,,,5,17/02/2026,"Muy rico, siempre que voy a BA paso",5,4,5,
Ana Carolina Carranza Astrada,,,5,17/02/2026,La mejor fugazzeta,5,5,5,
INÉS CALZA,,,5,17/02/2026,Excelente,5,5,5,
Facundo Leonardelli,,,5,17/02/2026,Buena pizas pero no guau sin piso si queres comer con la mano la porción se dobla y ni podes ..,5,5,5,
Diego Olivera,,,5,17/02/2026,🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕,5,5,5,
Raúl Sánchez,,,5,17/02/2026,"Fuimos 4 mujeres temprano a almorzar, la pizza siempre muuuy ricaaa. Estaba tranquilo en día de semana. Fuimos arriba. El ambiente es ruidoso los findes.☺️",5,5,5,
Miguel Roman,,,5,17/02/2026,"Como la mayoría, aprovechamos estar de paso por Bs As para probar este lugar. Obviamente uno va por la experiencia y por la historia, pero aún así los precios me parecieron muy elevados para el servicio que ofrecen: filas largas, mesas muy juntas, muchísimo ruido y personal poco atento (se entiende por la cantidad de personas que tienen que atender). Además, la pizza no es la gran cosa, por el precio uno se espera más.
Recomendaría probar por porción.",5,4,5,
juan pedro ojeda,,,5,17/02/2026,"Mozo Gian, un capo. Claudia una capa.",5,5,5,
Antonella Pirnozzolo,,,5,17/02/2026,Todo Muy rico..Muy buena atención de Pacheco y Claudia!,5,5,5,
Lisandro Depetris,,,5,17/02/2026,Excelente atencion de Leo Morales y Nadia.,5,5,5,
Matias Rodriguez Brun,,,5,17/02/2026,"Excelente experiencia, la atención de Erwin e Ivana, la pizza muy rica, gracias",5,5,5,
Belen Rodriguez Brun,,,5,17/02/2026,Excelente todo !!! Sebastian y Claudia unos genios,5,5,3,
Lucía R. Brun,,,5,17/02/2026,"Excelente atención de Claudia y Sebastián, vamos a volver",5,5,5,
Marcelo De Vito,,,5,17/02/2026,Ivana y Hernesto nos atendieron super bien. La pizza muy rica como siempre!,5,5,5,
Loly Peralta,,,5,17/02/2026,"Gran servicio y la comida riquísima, mención especia a Ivanna y Gonzalo por atendernos de diez!",5,5,5,
Vanina Soria,,,5,17/02/2026,"Muy buena antencion, ivanna y bryan muy amables, excelente servicio 😊",5,5,5,
DIEZ Constanza,,,5,17/02/2026,"Increible lugar, fascinada con el ambiente y la pizza. Desde afuera no parece pero el lugar es enorme, el patio interior ambientado con muchos posters, murales y adornos. Los chicos muy capos, Ivana y Gonzalo re amables. Una parada obligatoria en la ciudad.",5,5,5,
Silvana Sandoval,,,5,17/02/2026,"estuvo piola la atencion de ivana y brian, recomiendo mucho. y muy rica la comida",5,5,5,
Agustin Marzocchi,,,5,17/02/2026,"Excelente la atención, la comida, el lugar 🥰 Muchas gracias SIvana y Gonzalo que nos atendieron 👌🏼👌🏼👌🏼",5,5,4,
Santiago Sbocci,,,5,17/02/2026,Ivana excelente y su compañero Daniel Pacheco  muy atento simpático agradable y excelente atención.,5,5,5,
Adriana Ignaszewski,,,5,17/02/2026,Excelente atención de Ivana y su compañero Daniel Pacheco,5,5,3,
Barbie Barrionuevo,,,5,17/02/2026,Impecable la atención de Nadia y Leo morales,5,5,5,
Federico Romero,,,5,17/02/2026,Muy buena la atención de Ernesto y Claudia. Josefina fue un poco lenta con el postre nomás. Gracias 🫂,5,3,5,
Eli Ruth Salazar,,,5,17/02/2026,Gracias a Ernesto y a Clau por su impecable atención!,5,4,4,
Tomas Olivera,,,5,17/02/2026,"Perfecta atencion de Ivana, Gonzalo y Dani Pacheco",5,3,5,
Tamara Baich,,,5,17/02/2026,Excelente atención de ivana y braian,4,5,5,
Leandro Fernandez,,,5,17/02/2026,"Excelente atención, sobre todo Ivana y Brian",5,5,4,
Abril Paolinelli,,,5,17/02/2026,Ivana y Ernesto buena atención,5,5,5,
Concepcion María,,,5,17/02/2026,Pedimos una pizza de pepperoni y venía con chiles por encima; no la comimos. Los chiles no figuraban como ingrediente en el menú.,5,5,5,
Christian Hernandez,,,5,17/02/2026,Excelente atención del Gonzalo y Claudia !!!!,5,5,5,
Natalia Coelho,,,3,17/02/2026,Excelente la atención de Gian y Claudia!!,5,4,5,
